Description,DangerousEquipment,EquipmentProximity,WorkerMovement,Slips,LeadingEdge,Confinedspace,Hazardousmaterial,Heavymaterialmovement,Electricalsproximity,Hightempertureoperation
تراشیدن آسفالت برای لکه‌گیری به‌صورت غیر پیوسته و پراکنده با ماشین مخصوص آسفالت تراش، به ضخامت تا ۵ سانتی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل و جاگذاری قالب‌های مکعبی شکل ماندگار به هر ضخامت سقف  در سقف های مجوف بتنی از جنس پلیمر.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
اجرای سقف تیرچه و بلوک به ضخامت ٣٠ سانتی‌متر با تیرچه فولادی با جان باز و بلوک توخالی بتن ی شامل تهیه تمام مصالح به‌استثنای تیرچه فولادی و میلگرد و تهیه تجهیزات لازم به‌طور کامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
برچیدن توالت شرقی، زیر دوشی و وان حمام.,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب ستون از دو یا چند تیرآهن، ناودانی یا نبشی، درصورتی‌که به‌وسیله جوش مستقیما به یکدیگر متصل شوند.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
تهیه و نصب چوب روی دست‌انداز پله، از چوب داخلی به ضخامت حدود ۶ سانتی‌متر و عرض ٨ تا ١٢ سانتی‌متر، یا لوازم اتصالی مربوط.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
برچیدن هر نوع سازه فضا کار با هرگونه اتصال.,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
گچ کاری زیر سقف ها به روش پاششی با دستگاه گچ پاش و پرداخت، به ضخامت تا ٢٫۵ سانتی‌متر.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای ژئوتکستایل بافته از جنس پلی‌استر یا پلی‌پروپیلن (زمین پارچه) با مقاومت کششی ١٠٠ کیلو. نیوتن بر متر طول و کرنش حداکثر ٪ ١٢,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب حلقه بتنی مسلح پیش ساخته چاه به منظور تحکیم انباره چاه، با بتن به عیار ٣٠٠ کیلوگرم سیمان در مترمکعب با مقطع تخم مرغی به ابعاد حدود 80*120 سانتی‌متر به انضمام پر کردن پشت حلقه بتنی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب پانل‌های کامپوزیتی به ضخامت ۴ میلی‌متر، شامل دو رو ورق آلومینیوم هر یک به ضخامت ٠٫۵میلی‌متر یا لایه میانی پلی اتیلن .,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تراشیدن هر نوع اندود پاششی مقاوم در برابر آتش به سطح تا ٠٫٠۵ مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای اتصال مکانیکی میلگردها به یکدیگر به همراه رزوه کردن میلگردها.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اجرای سقف تیرچه و بلوک به ضخامت ٣٠ سانتی‌متر با تیرچه پاشنه بتنی و بلوک پلی استایرن منبسط شده، شامل تهیه تمام مصالح به‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طور کامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب روکش از جنس چوب ملچ داخلی یا خارجی به ضخامت ٠٫۵ تا ٠٫٨ میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
کندن و خارج کردن بوته و ریشه‌های مربوط در زمین‌های پوشیده از آن‌ها.,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
اضافه بهای نماسازی نسبت به‌ ردیف های دیوارچینی با آجر ماسه آهکی درصورتی‌که در نما از آجر ماشینی سوراخ دار مخصوص نما به ابعاد آجر فشاری استفاده شود.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
پخ زدن لبه کاشی های سرامیکی در سطوح افقی یا قائم برحسب هر متر طول لبه کاشی های سرامیکی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک مرمریت کرم نیریز (فارس) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
زخمی کردن روی سطوح بتنی به منظور اجرای اندود.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب کاشی شیشه‌ای به ابعاد ٢٠×٢٠ ،٢۵×٢۵ یا ٣٠×٣٠ سانتیمتر در سطوح قائم.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح اساس، بارگیری، حمل و باراندازی در محل مصرف، وقتی‌که دانه بندی مصالح صفر تا ٢۵ میلی‌متر باشد و حداقل ۵٠ درصد مصالح مانده روی الک نمره ۴در یک وجه شکسته شود.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای بتن سبک با پوکه صنعتی و ١۵٠ کیلوگرم سیمان در مترمکعب بتن .,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
تهیه وسایل، چوب بست و تخته‌کوبی برای جلوگیری از ریزش خاک در پی‌ها، گودها و کانال‌ها در هر عمق.,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب چهارچوب در، از چوب نراد خارجی به سطح مقطع ۵٠ تا ٧۵ سانتی‌مترمربع، بطورکامل.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
گچ کاری روی سطوح قائم به روش پاششی با دستگاه گچ پاش و پرداخت، به ضخامت تا ٢٫۵ سانتی‌متر.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب تایل گچی معمولی رنگ شده اعم از ساده یا طرح دار به ضخامت اسمی ٩٫۵ میلی‌متر، با نصب خشک داخل سقف کاذب مشبک.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و اجرای ژئوگرید از جنس پلی‌استر تکسویه مسلح کننده خاک‌دارای مقاومت نهایی (LTDS) ١٢٠ ساله در محیط خاکی (با pH بزرگتر از ۴ و کوچکتر از ٩) میزان به 20KN/m,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در تیرهای بتنی که ارتفاع بیش از ٣٫۵ متر و حداکثر ۵٫۵ متر باشد.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
آب‌پاشی و کوبیدن قشرهای خاک‌ریزی، با تراکم ٩۵ درصد به روش پروکتور استاندارد، وقتی‌که ضخامت هریک از قشرهای خاک‌ریزی پس از کوبیده شدن حداکثر ١۵ سانتی‌متر باشد.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب نوار آب بند حفره دار به عرض اسمی ١٩ سانتی‌متر، از جنس P.V.C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب زیرسازی فولادی برای نمای ساختمان از پروفیل‌های توخالی.,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
تهیه و نصب سنگ پلاک مرمریت کاشمر (خراسان رضوی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب شیشه ۴ میلی‌متری مشجر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب پوشش یک روی در، از جنس MDF به ضخامت حدود 6 میلی‌متر، با پرس کردن.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه مصالح و اجرای کف‌پوش اپوکسی با بنیان رزین اپوکسیو سخت کننده مربوط شامل قشر آستر، لایه میانی و لایه رویه به ضخامت تا ٢ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
شمشه گیری روی نماسازی چکشی یا موزاییکی با شیشه به ضخامت حدود ۶ میلی متر، که شیشه الزاما در کار باقی بماند.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی، برای بتن ریزی پشت جدول، کف سازی و بتن  مگر به هر ارتفاع.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب در و پنجره آلومینیومی از پروفیل آلومینیومی دارای خاصیت شکست حرارتی، با پوشش آنادایز غیررنگی به ضخامت ١٠ میکرون به همراه مواد عایق کننده.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
اجرای سقف تیرچه و بلوک به ضخامت ٢٠ سانتی‌متر با تیرچه فولادی با جان باز و بلوک توخالی بتنی شامل تهیه تمام مصالح به‌استثنای تیرچه فولادی و میلگرد و تهیه تجهیزات لازم به‌طور کامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تعبیه شیار یا آبچکان در سنگ‌های پلاک گرانیت به ازای هربار.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه، ساخت و نصب دریچه ها، درپوش ها به همراه قاب مربوط و کف سازی های فولادی با ورق ساده یا آج دار، همراه با سپری، نبشی، تسمه و سایر پروفیل‌های لازم با جوش کاری و ساییدن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح افقی با سطح بیش از ۶۴ تا ٧٢ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب نوار آب بند بدون حفره به عرض اسمی ٢۴ سانتی‌متر، از جنس P.V.C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
نصب موکت با کلیه لوازم و تجهیزات به‌طور کامل.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
شفته ریزی با خاک محل و ١۵٠ کیلوگرم آهک شکفته در مترمکعب شفته.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای رنگ اکریلیک روی سطوح سیمانی و بتنی شامل یک قشر پرایمر، یک قشر آستر و یک قشر رویه.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه مصالح و رنگ آمیزی با رنگ نیم پلی استر روی کارهای چوبی,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
تهیه مصالح و اجرای زیرسازی سطوح کاذب اعم از افقی یاقائم، با نبشی، سپری، میلگرد و مانند آن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح قائم با سطح بیش از ۶۴ تا ٧٢ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب ورق سربی به ضخامت ٢ تا ٣ میلی‌متر روی کلیه سطوح.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
تخریب کلی ساختمان‌های با مصالح بنایی غیر از خشتی و چینه‌ای.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
برچیدن شیرآلات بهداشتی شامل دوش، شیر مخلوط و مانند آن.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
تهیه و نصب صفحات گچی روکش‌دار معمولی به ضخامت اسمی ١٢٫۵ میلی‌متر، زیر سقف که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هرصفحه گچی روکش‌دار.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه وسایل و قالب بندی با استفاده از قالب فولادی در تاوه‌ها (دال‌ها) که ارتفاع بیش از ٧٫۵ متر و حداکثر ١٠ متر باشد.,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب کاشی های سرامیکی لعاب دار یا بدون لعاب روی سطوح افقی با سطح بیش از ٣۶ تا ۴٩ دسی مترمربع.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تعبیه و جاسازی بازشو یا سوراخ در کارهای آلومینیومی، به قطر بیش از ١۵ سانتی‌متر تا ٢۵ سانتی‌متر یا سطح معادل آن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب قرنیز P.V.C فشرده روکش دار به ارتفاع بیش از ٩ تا ١٢ سانتی‌متر و ضخامت ۴ تا ٨ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب روکش از ABS به ضخامت حدود 2 میلی‌متر، با پرس کردن.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم، لیمویی یا قرمز ماکو (آذربایجان غربی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم مهاباد (آذربایجان غربی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه مصالح و اجرای رنگ اپوکسی پلی آمید اکسید آهن دو جزئی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
برش آسفالت با کاتر به عمق تا ٧ سانتی‌متر (اندازه‌گیری برحسب طول هر خط برش).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه مصالح و نصب پانل ساندویچی سقف ی به ضخامت ۴سانتی‌متر شامل دو رو ورق رنگی فولادی با روکش آلومینیوم و روی به ضخامت ٠٫۵ میلی‌متر که بین آن‌ها فوم پلی یورتان پر شده باشد.,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم یا شکلاتی دره بخاری (مرکزی) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تثبیت و تقویت زیرسازی، زیر اساس و مانند آن به‌وسیله اختلاط خاک و آهک شکفته به ضخامت تا ١۵ سانتی‌متر باعیار ۵٠ کیلوگرم آهک شکفته در مترمکعب مصالح تثبیت شده، شامل تهیه و حمل آهک شکفته، سرند کردن، پخش و اختلاط، آب‌پاشی و کوبیدن با تراکم ٩۵ درصد به روش آشتو اصلاحی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب تیر به‌صورت تودلی، از یک تیرآهن یا ناودانی، به همراه اتصالات مربوط.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
تهیه و اجرای پانل دیواری از سازه قاب فلزی سبک (LSF) از جنس فولاد سرد نورد شده گالوانیزه سبک متشکل از اعضای استاد (Stud) ترک (Track) و بادبند (در صورت لزوم)به همراه اتصالات و تقویتی های مربوط.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
قالب بندی جهت بتن ریزی هم ‌زمان دیوار و سقف  با استفاده از قالب تونلی با تمام وسایل و ملحقات.,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
تهیه، حمل و ریختن مصالح فیلتر طبق مشخصات، به انضمام پخش و تسطیح آن‌ها.,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
سوراخ کردن سطوح بنایی، به سطح مقطع بیش از ٠٫٠٠۵تا ٠٫١ مترمربع به انضمام بریدن میلگردها در صورت لزوم.,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
تهیه مصالح و نصب پانل ساندویچی دیواری به ضخامت ۴سانتی‌متر شامل دو رو ورق گالوانیزه رنگی به ضخامت ٠٫۵میلی‌متر که بین آن‌ها فوم پلی یورتان پر شده باشد.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
نصب کامپوزیت های چوب پلاستیک ردیف ٢٣١۶١٠ با تمام وسایل نصب.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
پخش، آب‌پاشی، تسطیح و کوبیدن قشرهای زیراساس به ضخامت تا ١۵ سانتی‌متر با حداقل ١٠٠ درصد تراکم به روش آشتو اصلاحی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب کلاف در از چوب نراد خارجی، به سطح مقطع ٣٠ تا ۴٠ سانتی‌متر مربع، همراه با قید چوبی برای نصب قفل و تقویت محل لولا، به‌طور کامل.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
قالب بندی با استفاده از قالب فولادی، پشت‌بند، چوب‌بست، داربست، سکوها و تمام تجهیزات لازم برای قالب‌های لغزنده قائم، با سطح مقطع ثابت.,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
کندن زمین در زمین‌های سنگی با بولدوزر یا وسیله مشابه و حمل مواد حاصل تا فاصله ٢٠ متر از مرکز ثقل برداشت و توده کردن آن.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و نصب سنگ پلاک مرمریت گندمک شیراز (فارس) در سطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تهیه و نصب نوار آب بند هیدروفیلی به عرض ٢ سانتی‌متر به‌طور کامل برحسب متر طول درز.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
کندن زمین در صورت لزوم استفاده از چکش هیدرولیکی درزمین‌های سنگی و حمل و تخلیه مواد کنده‌شده تا فاصله ٢٠ متر از مرکز ثقل برداشت.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن لوله فلزی و هر نوع لوله پلیمری غیر مدفون، با قطر بیش از ٢ اینچ به همراه اتصالات مربوط.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب تیرهای خرپایی به اشکال مختلف از ورق، برای دهانه تا ٢٠ متر در هر ارتفاع.,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
تهیه و نصب دیوار پوش از نوع پانل دوجداره P.V.C بدون روکش.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه، ساخت و نصب تیر به‌صورت تودلی از دو یا چند تیرآهن یا ناودانی درصورتی‌که به‌وسیله جوش مستقیما به یکدیگر متصل شوند، به همراه اتصالات مربوط.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
اجرای سقف تیرچه و بلوک به ضخامت ٣٠ سانتی‌متر با تیرچه فولادی با جان باز و بلوک پلی استایرن منبسط شده، شامل تهیه تمام مصالح به‌استثنای تیرچه فولادی و میلگرد و تهیه تجهیزات لازم به‌طور کامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک بادبر به ابعاد ١۵×٣٠ سانتی‌متر از سنگ مرمریت مشکی نجف آباد (اصفهان).,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
برچیدن چراغ سقفی و پنکه سقفی، یا موارد مشابه آن.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
برچیدن هر نوع سینک ظرف‌شویی، دست‌شویی، بیده، توالت غربی، فلاش تانک.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
کسربها به‌ ردیف های دیوارچینی یا آجرکاری با آجرفشاری و آجر ماسه آهکی، درصورتی‌که از ملات ماسه آهک ١:٣بجای ملات ماسه سیمان 1:5 استفاده شود، به ازای هر مترمکعب اجرچینی.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای اندود نفوذی با قیر امولسیون آنیونیک SS با حداقل قیر باقیمانده ۵٧ درصد در آزمایش تقطیر.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
پخش، آب‌پاشی، تسطیح، پروفیله کردن، رگلاژ و کوبیدن قشرهای خاک یا توونان ریخته شده، با ٩۵ درصد کوبیدگی به روش پروکتور اصلاحی، وقتی‌که ضخامت قشرهای خاک یا توونان ریخته شده پس از کوبیده شدن حداکثر ١۵ سانتی‌متر باشد.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه و اجرای بتن با شن و ماسه شسته طبیعی یا شکسته با مقاومت فشاری مشخصه ٢۵ مگاپاسکال.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
بنایی با بلوک سیمانی سبک توخالی کف پر تهیه شده از پرلیت منبسط شده و سبکدانه های حاصل از فرآوری مواد طبیعی به ضخامت تا ٨ سانتی‌متر با ملات ماسه سیمان 1:5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
بندکشی با ملات ماسه‌بادی و سیمان 1:4 روی سطوح سنگ کاری شده با سنگ پلاک، درصورتی‌که ضخامت بند ٣ میلی‌متر و بیشتر باشد.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اجرای سقف تیرچه و بلوک به ضخامت ٣٠ سانتی‌متر با تیرچه پاشنه بتنی و بلوک توخالی بتنی، شامل تهیه تمام مصالح به‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طورکامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب شیشه ۶ میلی‌متری ساده.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب تیر به‌صورت تودلی از دو یا چند تیرآهن یا ناودانی به همراه ورق‌های تقویتی و بست های افقی یا مایل و اتصالات مربوط.,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
تهیه مصالح و اجرای عایق کاری رطوبتی با استفاده از مواد آب بندکننده نفوذگر بلور ساز پایه سیمان در سطوح بتنی سخت شده، جهت مقابله با فشارهای منفی و یا مثبت آب,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
تهیه مصالح و اجرای رنگ الکیدی به طریق بدون هوا، روی اسکلت فولادی در یک قشر به ضخامت خشک ۴٠ میکرون.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
باز کردن قفل و یراق‌آلات در و پنجره، لولا، چفت، دستگیره و مانند آن.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
اختلاط دو یا چند نوع مصالح، به‌منظور ساختن زیرسازی راه، تقویت بستر و سایر کارهای مشابه.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
برچیدن هر نوع نرده فلزی و چوبی.,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب کف‌پوش لاستیکی آج دار، به‌صورت رول و با ضخامت اسمی ٣ میلی‌متر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
تهیه، ساخت و نصب بادبند متشکل از یک یا چند پروفیل از نبشی، تیرآهن، ناودانی، سپری و مانند آن با تمام قطعات اتصال به ستون، تیر یا اعضای بادبند به یکدیگر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
تعبیه انکرباکس یا محفظه کلیدبرشی در فونداسیون، پدستال ها و یا اعضای دیگر بتن ی.,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
تهیه و نصب لوله گالوانیزه به عنوان هواکش در سقف مخزن های بتنی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
تهیه مصالح و اجرای رنگ پف کننده پایه حلال مقاوم در برابر آتش.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
لبه سازی شیشه به همراه پرداخت سطح آن برحسب هرمتر طول لبه شیشه.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اندود تخته ماله ای (قشر رویه) در یک دست، به ضخامت حدود ٠٫۵ سانتی‌متر، زیر سقف ها با ملات سیمان، پودر و خاک سنگ ١:١:٣,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
بنایی با بلوک سیمانی سبک توخالی کف پر متشکل از پرلیت منبسط شده به ضخامت حدود ٢٠ سانتی‌متر با ملات ماسه سیمان 1:5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تخریب بنایی‌های با مصالح غیر از خشتی و چینه‌ای که با ملات ماسه سیمان، یا باتارد چیده شده باشد.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
تهیه و نصب پانل دیوارهای بتنی پیش‌ساخته با عیار ٣۵٠ کیلوگرم سیمان در هر مترمکعب.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
حمل سیمان پاکتی، مصالح سنگی، آهن آلات، آجر و بلوک، هرگاه فاصله محل تهیه تا محل کارگاه، بیش از ٣٠ کیلومتر و تا ٧۵ کیلومتر باشد، برای تمام طول مسیر پس از کسر ٣٠کیلومتر.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تخریب کلی آسفالت به ضخامت تا ۵ سانتی‌متر.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه مصالح و اجرای تا ٧ دست ساب روی سطوح سنگ کاری شده با سنگهای پلاک بجز گرانیت.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
اجرای سقف تیرچه و بلوک به ضخامت ٢۵ سانتی‌متر با تیرچه پاشنه بتنی و بلوک پلی استایرن منبسط شده، شامل تهیه تمام مصالح به‌استثنای میلگرد، و تهیه تجهیزات لازم به‌طور کامل.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
تهیه و نصب سنگ پلاک تراورتن کرم رامشه (اصفهان) درسطوح افقی.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
بارگیری مواد حاصل از عملیات خاکی یا خاک‌های توده شده و حمل آن با کامیون یا هر نوع وسیله مکانیکی دیگر تا فاصله١٠٠ متری مرکز ثقل برداشت و تخلیه آن.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
برچیدن لاپه چوبی به‌طور کامل.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
تهیه و نصب صفحات سیمانی الیاف دار، به ضخامت حدود ۴ میلی‌متر با سطح صاف روی سطوح قائم که با استفاده از فولاد گالوانیزه سرد نورد شده زیرسازی شده باشد، به ازای هر صفحه سیمانی.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
